ID_Appels,Source_revenu_menage,Niveau_education,Situation_menage,Situation_logement,Citoyennete_statut_immigration,Historique_recours_aide_alimentaire,Obtenu_aide_grace_aux_ressources,Apres_combien_jours_demarches,Apres_combien_jours_obtenu_aide,Retourner_aux_ressources_aide,Niveau_satisfaction_globale,Pourquoi_pas_obtenu_aide
104560166,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,,,Oui  au moins une fois par mois,,
104561403,Aucun revenu,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Lendemain,Oui  au moins une fois par mois,5,Conditions d'admission non remplies
104568481,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Incapacité à joindre l'organisme
104603229,Aide sociale,Ne veut pas répondre,Biparentale,Marché locatif privé,Demande dasile,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Lendemain,Na pas reçu daide encore,,,Incapacité à joindre l'organisme
104700672,Aucun revenu,Universitaire - 1er cycle,Cohabitation,Sans domicile fixe,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Non  n'a pas obtenu d'aide,,Na pas reçu daide encore,,,Incapacité à joindre l'organisme
104722018,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,Incapacité à joindre l'organisme
104772868,Aide sociale,Ne veut pas répondre,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,2,
104790651,Aide sociale,Collégial (Technique),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,,Oui  au moins une fois par mois,3,
104814078,,,,,,,,,,,,
104821771,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,5,
104859549,Emploi temps partiel,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,5,Incapacité à joindre l'organisme
104861354,Emploi temps plein,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,3,
104864260,Aide sociale,Universitaire - 1er cycle,Monoparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
104873831,Aucun revenu,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Processus dinscription trop complexe
104874291,Allocation familiale,Universitaire - 2e cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
104875502,Aide sociale,Professionnel (DEP),Monoparentale,Logement subventionné,Résidence permanente,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
104906291,Aucun revenu,Universitaire - 2e cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Même jour,Oui  au moins une fois par mois,5,
104928557,Allocation familiale,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
105004997,,,,,,,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,
105038284,Aucun revenu,Universitaire - 2e cycle,Cohabitation,Marché locatif privé,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,Lendemain,,,,Incapacité à joindre l'organisme
105066511,Prêts et bourses étudiants,Universitaire - 3e cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Ne les a pas contacté,,,,Incapacité à joindre l'organisme
105077009,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
105081928,Aucun revenu,Universitaire - 1er cycle,Couple sans enfant,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Lendemain,Oui  au moins une fois par mois,4,
105085284,Aucun revenu,Universitaire - 1er cycle,Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,5,Conditions d'admission non remplies
105085708,Aide sociale,Secondaire,Monoparentale,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
105086275,Aucun revenu,Universitaire - 1er cycle,Couple sans enfant,Marché locatif privé,Visa temporaire,Minimum une fois par mois depuis le début de la pandémie (mars 2020),En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
105115208,Aide sociale,Secondaire,Monoparentale,Logement subventionné,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,5,
105221893,Aide sociale,Universitaire - 2e cycle,Couple sans enfant,Logement subventionné,Citoyenneté canadienne acquise,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
105224926,Aucun revenu,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Visa temporaire,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,Autres
105310881,Aide sociale,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Non  je n'ai pas été satisfait·e du service,2,
105345020,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
105359570,Pension de vieillesse,Primaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
105362174,Aide sociale,Universitaire - 1er cycle,Cohabitation,Sans domicile fixe,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
105363843,,,,,,,Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
105394613,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,5,
105401239,Pension de vieillesse,Universitaire - 1er cycle,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
105401911,Emploi temps partiel,Universitaire - 2e cycle,Personne célibataire vivant seule,Marché locatif privé,Visa temporaire,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,5,
105417398,Aide sociale,Universitaire - 2e cycle,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
105420169,Aide sociale,Secondaire,Biparentale,Ne souhaite pas répondre,Demande dasile,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Ne les a pas contacté,,Non  je n'ai pas été satisfait·e du service,3,
105420331,Emploi temps plein,Universitaire - 2e cycle,Couple sans enfant,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Lendemain,Oui  au moins une fois par mois,3,
105447726,Aide sociale,Secondaire,Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Après 2 jours ou plus,,,,Processus dinscription trop complexe
105483932,Aide sociale,Primaire,Biparentale,Marché locatif privé,Citoyenneté canadienne à la naissance,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Même jour,Même jour,Oui  au moins une fois par mois,3,
105507626,,,,,,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
105552143,,,Multigénérationnel,Propriétaire,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Après 1 semaine ou plus,,,Incapacité à joindre l'organisme
105552411,Aide sociale,Secondaire,Multigénérationnel,Marché locatif privé,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,,,
105594213,Aide sociale,Secondaire,Monoparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,2,
105597688,Aide sociale,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,3,
105599515,Aide sociale,Collégial (Technique),Biparentale,Marché locatif privé,Demande dasile,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,Incapacité à joindre l'organisme
105599884,,,,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,,,
105604305,Aide sociale,,,,,,Non  n'a pas obtenu d'aide,Après 2 jours ou plus,,,,
105615279,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Logement subventionné,,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
105615994,,,,,,,Non  n'a pas obtenu d'aide,,,,,Coût trop élevé
105690604,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
105692651,Aide sociale,,Biparentale,,Demande dasile,,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Ne les a pas contacté,,Oui  au moins une fois par mois,,
105694700,Aucun revenu,Secondaire,Monoparentale,Marché locatif privé,Demande dasile,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,5,
105713429,Pension de vieillesse,Professionnel (DEP),Personne célibataire vivant seule,Propriétaire,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Même jour,Après 1 semaine ou plus,,,Coût trop élevé
105743168,Pension de vieillesse,Secondaire,Couple sans enfant,Logement subventionné,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,5,
105784256,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,,
105787145,Aucun revenu,Secondaire,Biparentale,Sans domicile fixe,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
105788824,Emploi temps partiel,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Visa temporaire,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
105828782,Aucun revenu,Professionnel (DEP),Cohabitation,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
105851394,Aide sociale,Secondaire,Personne célibataire vivant seule,Résidence privée pour aîné-es,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,,Oui  au moins une fois par mois,1,
105925799,Emploi temps plein,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Lendemain,Non  je n'ai pas été satisfait·e du service,4,
105933262,Aucun revenu,,Biparentale,Marché locatif privé,Réfugié-e,Première fois,En attente  a obtenu un rendez-vous / Waiting  got an appointment,Même jour,,,,Incapacité à joindre l'organisme
105965554,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
105976917,Aide sociale,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Non  n'a pas obtenu d'aide,Après 2 jours ou plus,,,,Incapacité à joindre l'organisme
106019399,Emploi temps plein,Professionnel (DEP),Monoparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
106068443,,,,,,,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,
106104524,,,Biparentale,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,,,
106155526,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
106199661,Assurance emploi (chômage),Secondaire,Biparentale,Sans domicile fixe,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
106202981,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
106243734,,,Personne célibataire vivant seule,,,,Non  n'a pas obtenu d'aide,Ne les a pas contacté,,,,
106250740,Autre,Collégial (Technique),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
106262087,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  mais moins d'une fois par mois,5,
106294749,Aide sociale,Secondaire,Multigénérationnel,,,,Non  n'a pas obtenu d'aide,Lendemain,,,,Incapacité à joindre l'organisme
106295536,Emploi temps plein,Collégial (Technique),Biparentale,Marché locatif privé,Visa temporaire,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Lendemain,Oui  au moins une fois par mois,5,
106300375,,,,,,,Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
106331652,Aide sociale,,Monoparentale,Marché locatif privé,Demande dasile,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,,,,5,Barrière linguistique
106332393,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
106340244,Aucun revenu,Primaire,Couple sans enfant,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Non  n'a pas obtenu d'aide,Même jour,,,,Conditions d'admission non remplies
106342655,,,,,,,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,,,,,Incapacité à joindre l'organisme
106343718,Aide sociale,Primaire,Cohabitation,Logement subventionné,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Même jour,Oui  au moins une fois par mois,5,
106449228,Aide sociale,Professionnel (DEP),Monoparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Lendemain,Après 1 semaine ou plus,,3,Incapacité à joindre l'organisme
106454594,Aide sociale,Universitaire - 1er cycle,Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,5,
106457951,Aide sociale,Professionnel (DEP),Cohabitation,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Après 2 jours ou plus,Lendemain,Oui  au moins une fois par mois,5,
106502142,Aide sociale,Professionnel (DEP),Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
106503714,Assurance emploi (chômage),Secondaire,Biparentale,Logement subventionné,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
106505278,Emploi temps plein,Universitaire - 3e cycle,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 2 jours ou plus,,,
106510583,Allocation familiale,Universitaire - 1er cycle,Biparentale,Logement subventionné,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,,,,,
106512603,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Réfugié-e,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
106513663,Emploi temps plein,Universitaire - 1er cycle,Biparentale,Marché locatif privé,Demande dasile,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,
106554186,,,Biparentale,,,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,,,
106560267,,,,,,,,,,,,
106590285,Emploi temps partiel,,,,,,,,,,,
106594753,,Professionnel (DEP),Monoparentale,Marché locatif privé,Citoyenneté canadienne acquise,Minimum une fois par mois depuis le début de la pandémie (mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Après 2 jours ou plus,Oui  au moins une fois par mois,3,
106596491,,,,,Réfugié-e,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,Non  je n'ai pas été satisfait·e du service,,
106598730,Emploi temps plein,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Lendemain,Oui  au moins une fois par mois,3,
106599486,Emploi temps plein,Secondaire,Biparentale,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,3,Incapacité à joindre l'organisme
106634284,Pension de vieillesse,Secondaire,Couple sans enfant,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Après 2 jours ou plus,Après 1 semaine ou plus,,,Autres
106690716,Emploi temps plein,,Biparentale,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
106700818,Aide sociale,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Moins d'une fois par mois depuis le début de la pandémie (mars 2020),Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,Ne les a pas contacté,,,,
106706945,Emploi temps partiel,Universitaire - 1er cycle,Couple sans enfant,Marché locatif privé,Visa temporaire,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,4,
106732934,Aide sociale,Primaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,,,Oui  au moins une fois par mois,5,
106737368,,,Biparentale,,Demande dasile,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,,,
106742602,Aucun revenu,Universitaire - 2e cycle,Cohabitation,Marché locatif privé,Résidence permanente,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,4,
106745420,Aucun revenu,Universitaire - 1er cycle,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
106777985,Pension de vieillesse,Secondaire,Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
106798075,Emploi temps plein,Ne veut pas répondre,Monoparentale,Marché locatif privé,Résidence permanente,Première fois,Non  n'a pas obtenu d'aide,Même jour,,,,Horaire de service ne convient pas
106799855,Régimes dinvalidité,Secondaire,Personne célibataire vivant seule,Propriétaire,Citoyenneté canadienne acquise,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Non  a trouvé de l'aide  mais auprès d'autres ressources non référées par le 211,,,Oui  au moins une fois par mois,1,
106870133,Aide sociale,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne à la naissance,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Après 2 jours ou plus,Oui  au moins une fois par mois,4,
106880599,Pension de vieillesse,Professionnel (DEP),Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Minimum une fois par mois depuis le début de la pandémie (mars 2020),En attente  a obtenu un rendez-vous / Waiting  got an appointment,,,,,
106882845,Aide sociale,,Monoparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un troisième suivi,,Après 1 semaine ou plus,Oui  mais moins d'une fois par mois,5,Service temporairement non disponible
106981470,Aide sociale,Secondaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Lendemain,Après 2 jours ou plus,Oui  mais moins d'une fois par mois,5,
106998558,Aide sociale,,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Lendemain,Après 2 jours ou plus,Oui  au moins une fois par mois,5,
107023704,Aucun revenu,Primaire,Personne célibataire vivant seule,Marché locatif privé,Citoyenneté canadienne acquise,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après un deuxième suivi,Lendemain,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,
107039953,Aide sociale,,Biparentale,Marché locatif privé,Demande dasile,Première fois,Non  n'a pas obtenu d'aide,,,,,Incapacité à joindre l'organisme
107041101,Aide sociale,Professionnel (DEP),Personne célibataire vivant seule,Logement subventionné,Citoyenneté canadienne acquise,Au moins une fois par mois depuis plusieurs années (avant mars 2020),Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Même jour,Même jour,Oui  au moins une fois par mois,5,
107072864,Aide sociale,Secondaire,Biparentale,Marché locatif privé,Demande dasile,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,Après 2 jours ou plus,Après 2 jours ou plus,,,
107073051,Autre,Primaire,Biparentale,Marché locatif privé,Citoyenneté canadienne à la naissance,Première fois,Oui  a trouvé de l'aide parmi les ressources référées par le 211 après le premier suivi,Même jour,Après 1 semaine ou plus,Oui  au moins une fois par mois,5,Service temporairement non disponible
107089309,,,,,,,En attente  a obtenu un rendez-vous / Waiting  got an appointment,,Na pas reçu daide encore,,,
107119049,,,,,Réfugié-e,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,Oui  au moins une fois par mois,,
107124278,,,Biparentale,,Demande dasile,,Oui  a trouvé de l'aide parmi les ressources référées par le 211 dès la première fois,,,,,
